frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
1098,692,418,8,,1202.3655,610.5758,1128,523,5,,909.8221,656.6388,873,327,5,,785.7325,543.5670,717,400,4,,1197.7906,478.1724,0.3405,0.6293,0.0000,0.2320,0,
1099,711,427,7,,1201.7104,610.3310,1130,530,5,,910.0381,656.5145,,,,,,,705,409,4,,1197.3023,478.1039,0.9587,0.0658,0.0000,,0,
1100,,,,,,,1132,539,5,,910.2557,656.3993,1000,527,5,,785.9834,543.5476,691,420,6,,1196.8010,478.0463,-1.1188,0.4003,0.0000,,0,
1101,1167,557,4,,1201.6641,610.2600,1134,549,5,,910.4749,656.2941,,,,,,,677,430,6,,1196.2869,477.9988,0.9607,0.0672,0.0000,,0,
1102,1451,637,4,,1201.9957,610.2956,1135,559,5,,910.6945,656.1989,916,481,4,,786.1354,543.4744,665,440,6,,1195.7619,477.9613,0.3407,0.6312,0.0000,,0,
1103,1604,680,4,,1202.5295,610.3882,,,,,,,853,447,4,,786.2135,543.3617,,,,,,,0.3437,0.6313,0.0000,0.1837,0,
1104,1668,698,4,,1203.1468,610.5043,1138,575,5,,910.9167,656.1195,805,421,4,,786.2355,543.2189,1115,449,5,,1195.6822,477.9327,0.3469,0.6314,0.0000,0.1920,0,
1105,1676,699,4,,1203.7731,610.6215,1139,587,5,,911.1394,656.0520,768,413,9,,786.2142,543.0672,1401,453,5,,1195.8847,477.9081,0.3499,0.6316,0.0000,0.1818,0,
1106,,,,,,,1141,600,4,,911.3637,655.9974,744,410,4,,786.1651,542.9123,1561,453,5,,1196.2444,477.8836,-1.1124,0.4055,0.0000,,0,
1107,1306,637,6,,1203.9083,610.6564,1143,612,7,,911.5894,655.9545,723,422,7,,786.0916,542.7717,1634,451,5,,1196.6752,477.8571,0.3500,0.6329,0.0000,,0,
1108,1059,609,5,,1203.7169,610.6543,1143,623,5,,911.8148,655.9224,709,439,10,,786.0021,542.6512,1650,449,5,,1197.1209,477.8287,0.3486,0.6335,0.0000,0.0919,0,
1109,921,597,6,,1203.3439,610.6362,1144,633,7,,912.0406,655.9001,695,458,8,,785.8965,542.5530,1633,446,5,,1197.5491,477.7975,0.3462,0.6341,0.0000,0.1478,0,
1110,857,601,11,,1202.8876,610.6235,1144,633,4,,912.2660,655.8778,683,480,8,,785.7773,542.4805,1601,444,5,,1197.9450,477.7643,0.3433,0.6345,0.0000,0.1745,0,
1111,842,620,7,,1202.4128,610.6359,,,,,,,670,504,6,,785.6433,542.4360,1565,442,5,,1198.3048,477.7292,0.3403,0.6346,0.0000,0.1829,0,
1112,858,640,7,,1201.9603,610.6745,903,750,12,,912.2570,655.9692,,,,,,,1531,441,5,,1198.6307,477.6933,0.9711,0.0668,0.0000,,0,
1113,875,637,9,,1201.5312,610.7090,753,820,9,,912.1026,656.1283,648,544,5,,785.4842,542.4378,1502,440,5,,1198.9275,477.6564,0.3351,0.6343,0.0000,,0,
1114,891,618,8,,1201.1242,610.7186,671,858,11,,911.8690,656.3239,,,,,,,1481,440,5,,1199.2032,477.6196,0.9650,0.0648,0.0000,,0,
1115,910,591,5,,1200.7432,610.6928,637,872,10,,911.6029,656.5327,,,,,,,1465,439,5,,1199.4628,477.5819,0.9617,0.0639,0.0000,0.2017,0,
1116,913,561,7,,1200.3671,610.6278,634,872,9,,911.3344,656.7411,635,554,7,,785.3104,542.4511,1455,439,5,,1199.7121,477.5442,0.3284,0.6346,0.0000,,0,
1117,921,530,7,,1200.0024,610.5226,648,866,6,,911.0800,656.9432,634,544,7,,785.1359,542.4529,1449,439,5,,1199.9550,477.5067,0.3257,0.6351,0.0000,0.1647,0,
1118,922,505,6,,1199.6400,610.3850,,,,,,,642,523,7,,784.9710,542.4305,,,,,,,0.3231,0.6359,0.0000,0.1653,0,
1119,915,477,5,,1199.2694,610.2113,893,678,5,,911.0625,656.9636,654,491,6,,784.8203,542.3713,963,413,5,,1199.7243,477.4438,0.3204,0.6371,0.0000,0.1713,0,
1120,914,456,4,,1198.8984,610.0108,1054,550,5,,911.2004,656.8604,670,459,8,,784.6884,542.2755,660,392,5,,1199.1993,477.3607,0.3179,0.6386,0.0000,0.1751,0,
1121,904,435,7,,1198.5155,609.7835,1150,471,5,,911.4304,656.6814,686,428,8,,784.5751,542.1443,494,375,5,,1198.5140,477.2613,0.3155,0.6404,0.0000,0.1836,0,
1122,895,421,5,,1198.1218,609.5387,1197,428,5,,911.7053,656.4613,699,402,7,,784.4769,541.9836,423,362,4,,1197.7611,477.1494,0.3130,0.6424,0.0000,0.1912,0,
1123,892,409,4,,1197.7253,609.2789,1213,409,5,,911.9950,656.2234,711,380,7,,784.3928,541.7981,413,352,5,,1197.0000,477.0280,0.3106,0.6446,0.0000,0.1966,0,
1124,887,394,5,,1197.3234,609.0005,1208,405,5,,912.2793,655.9820,720,360,8,,784.3191,541.5901,438,345,5,,1196.2646,476.9001,0.3082,0.6470,0.0000,0.2041,0,
1125,882,385,6,,1196.9160,608.7111,1194,409,5,,912.5496,655.7450,729,343,7,,784.2559,541.3631,479,340,5,,1195.5703,476.7675,0.3059,0.6496,0.0000,0.2096,0,
1126,870,373,5,,1196.4942,608.4069,1176,417,5,,912.8022,655.5161,737,330,7,,784.2019,541.1219,523,335,6,,1194.9198,476.6304,0.3035,0.6524,0.0000,0.2171,0,
1127,861,366,5,,1196.0619,608.0946,1158,425,4,,913.0371,655.2953,743,318,7,,784.1550,540.8675,563,333,4,,1194.3093,476.4917,0.3011,0.6552,0.0000,0.2226,0,
1128,854,360,5,,1195.6217,607.7753,1142,434,5,,913.2562,655.0836,749,309,6,,784.1149,540.6034,597,330,5,,1193.7328,476.3503,0.2987,0.6581,0.0000,0.2267,0,
1129,850,356,8,,1195.1775,607.4517,1129,440,5,,913.4624,654.8780,757,300,7,,784.0841,540.3297,623,329,5,,1193.1824,476.2082,0.2963,0.6611,0.0000,0.2289,0,
1130,848,354,6,,1194.7319,607.1264,1119,445,5,,913.6587,654.6775,764,293,8,,784.0612,540.0486,643,329,5,,1192.6524,476.0664,0.2940,0.6641,0.0000,0.2299,0,
1131,838,352,4,,1194.2745,606.7993,1112,448,6,,913.8480,654.4803,771,291,6,,784.0464,539.7660,657,328,5,,1192.1369,475.9239,0.2916,0.6672,0.0000,0.2314,0,
1132,836,349,6,,1193.8158,606.4692,1106,452,4,,914.0311,654.2873,775,286,5,,784.0362,539.4783,666,330,5,,1191.6310,475.7836,0.2893,0.6703,0.0000,0.2327,0,
1133,831,351,5,,1193.3519,606.1426,1103,454,5,,914.2111,654.0966,,,,,,,672,330,5,,1191.1319,475.6435,0.9378,0.0988,0.0000,,0,
1134,824,350,10,,1192.8802,605.8155,1101,456,4,,914.3888,653.9081,839,576,4,,784.0984,539.5196,675,334,5,,1190.6366,475.5076,0.2849,0.6733,0.0000,,0,
1135,817,351,9,,1192.4008,605.4905,1099,459,5,,914.5643,653.7228,878,760,4,,784.2046,539.7690,677,335,5,,1190.1441,475.3729,0.2830,0.6737,0.0000,0.1142,0,
1136,809,353,6,,1191.9124,605.1688,1098,462,5,,914.7385,653.5408,899,863,4,,784.3343,540.1342,679,338,4,,1189.6546,475.2413,0.2812,0.6735,0.0000,0.1084,0,
1137,805,357,9,,1191.4202,604.8531,1097,465,5,,914.9114,653.3619,,,,,,,681,343,4,,1189.1678,475.1148,0.9317,0.1089,0.0000,,0,
1138,796,360,4,,1190.9178,604.5420,1096,470,5,,915.0830,653.1881,851,718,16,,784.4096,540.3350,682,348,5,,1188.6830,474.9933,0.2766,0.6756,0.0000,,0,
1139,795,364,5,,1190.4154,604.2368,,,,,,,816,609,16,,784.4452,540.4124,684,353,5,,1188.2010,474.8767,0.2743,0.6768,0.0000,0.1558,0,
1140,793,373,5,,1189.9117,603.9437,1092,478,5,,915.2506,653.0222,792,531,16,,784.4537,540.4018,687,359,5,,1187.7228,474.7662,0.2718,0.6783,0.0000,0.1743,0,
1141,784,378,4,,1189.3979,603.6577,1090,486,4,,915.4159,652.8642,778,481,16,,784.4464,540.3350,689,366,5,,1187.2474,474.6625,0.2692,0.6800,0.0000,0.1888,0,
1142,777,386,5,,1188.8766,603.3826,1088,494,6,,915.5790,652.7140,770,453,16,,784.4302,540.2368,691,373,4,,1186.7748,474.5657,0.2665,0.6819,0.0000,0.1963,0,
1143,770,396,5,,1188.3478,603.1208,1087,502,6,,915.7409,652.5717,767,440,16,,784.4106,540.1243,693,381,5,,1186.3050,474.4767,0.2638,0.6838,0.0000,0.1992,0,
1144,770,405,4,,1187.8203,602.8709,1086,511,5,,915.9015,652.4382,767,436,16,,784.3911,540.0076,697,391,6,,1185.8399,474.3973,0.2611,0.6856,0.0000,0.1975,0,
1145,767,418,5,,1187.2903,602.6381,1084,520,6,,916.0599,652.3134,768,439,16,,784.3728,539.8945,700,401,4,,1185.3785,474.3276,0.2583,0.6873,0.0000,0.1945,0,
1146,763,430,4,,1186.7566,602.4210,1082,530,6,,916.2161,652.1982,771,443,16,,784.3578,539.7861,704,411,6,,1184.9218,474.2675,0.2556,0.6890,0.0000,0.1914,0,
1147,758,443,5,,1186.2180,602.2207,1079,542,4,,916.3693,652.0945,773,449,16,,784.3451,539.6847,707,425,5,,1184.4688,474.2208,0.2528,0.6905,0.0000,0.1885,0,
1148,747,455,4,,1185.6670,602.0360,1077,554,5,,916.5202,652.0023,817,389,7,,784.3816,539.5165,711,436,5,,1184.0205,474.1847,0.2502,0.6922,0.0000,0.1872,0,
1149,740,470,4,,1185.1085,601.8706,,,,,,,848,356,6,,784.4525,539.3120,,,,,,,0.2478,0.6941,0.0000,0.1836,0,
1150,734,485,4,,1184.5440,601.7243,889,709,5,,916.4944,652.0559,870,348,8,,784.5477,539.0989,716,459,5,,1183.5777,474.1703,0.2455,0.6959,0.0000,0.1773,0,
1151,,,,,,,772,805,8,,916.3588,652.1993,883,353,5,,784.6572,538.8919,720,477,5,,1183.1396,474.1730,-1.0949,0.4445,0.0000,,0,
1152,,,,,,,708,854,10,,916.1636,652.3885,890,369,4,,784.7743,538.7032,723,494,7,,1182.7051,474.1917,-1.0953,0.4445,0.0000,0.0234,0,
1153,,,,,,,681,872,10,,915.9434,652.5941,895,388,5,,784.8966,538.5359,722,502,7,,1182.2705,474.2179,-1.0958,0.4443,0.0000,0.0315,0,
1154,,,,,,,680,870,8,,915.7227,652.7974,897,411,6,,785.0209,538.3945,720,498,4,,1181.8348,474.2403,-1.0963,0.4440,0.0000,0.0344,0,
1155,,,,,,,693,858,7,,915.5146,652.9892,898,436,4,,785.1460,538.2812,714,479,5,,1181.3943,474.2448,-1.0967,0.4436,0.0000,0.0343,0,
1156,,,,,,,711,845,8,,915.3236,653.1685,899,459,5,,785.2719,538.1935,706,454,7,,1180.9471,474.2258,-1.0970,0.4432,0.0000,0.0337,0,
1157,,,,,,,731,832,7,,915.1517,653.3353,900,485,5,,785.3987,538.1347,698,432,4,,1180.4933,474.1861,-1.0972,0.4427,0.0000,0.0351,0,
1158,,,,,,,,,,,,,900,500,6,,785.5252,538.0926,689,409,4,,1180.0318,474.1249,0.2278,1.3389,0.0000,,0,
1159,733,494,6,,1183.9796,601.5897,895,651,5,,915.1329,653.3331,904,497,4,,785.6558,538.0473,681,387,5,,1179.5637,474.0431,0.2482,0.7018,0.0000,,0,
1160,736,487,7,,1183.4203,601.4466,996,527,5,,915.2082,653.2155,913,477,8,,785.7960,537.9801,673,367,5,,1179.0889,473.9428,0.2461,0.7029,0.0000,0.1407,0,
1161,,,,,,,1049,448,5,,915.3326,653.0246,921,449,6,,785.9448,537.8822,665,350,5,,1178.6076,473.8268,-1.0936,0.4455,0.0000,,0,
1162,746,458,5,,1182.8749,601.2678,1069,403,4,,915.4754,652.7922,933,421,7,,786.1064,537.7537,657,334,5,,1178.1197,473.6960,0.2449,0.7049,0.0000,,0,
1163,757,431,4,,1182.3446,601.0557,1067,381,5,,915.6161,652.5399,,,,,,,650,322,6,,1177.6261,473.5542,0.8898,0.1320,0.0000,,0,
1164,767,404,5,,1181.8281,600.8106,1054,374,5,,915.7445,652.2815,,,,,,,643,311,6,,1177.1270,473.4025,0.8879,0.1345,0.0000,0.1907,0,
1165,777,381,5,,1181.3252,600.5376,1034,374,5,,915.8541,652.0236,,,,,,,637,301,6,,1176.6232,473.2416,0.8859,0.1372,0.0000,0.1982,0,
1166,783,363,6,,1180.8310,600.2429,1013,378,5,,915.9440,651.7699,964,363,4,,786.3016,537.5619,630,292,7,,1176.1137,473.0727,0.2357,0.7110,0.0000,,0,
1167,788,347,7,,1180.3443,599.9291,993,382,6,,916.0153,651.5204,986,319,5,,786.5206,537.3223,624,285,6,,1175.5997,472.8976,0.2343,0.7137,0.0000,0.1844,0,
1168,793,335,7,,1179.8649,599.6013,975,386,6,,916.0698,651.2750,1003,288,5,,786.7577,537.0492,,,,,,,0.2331,0.7167,0.0000,0.1944,0,
1169,798,325,7,,1179.3929,599.2619,959,388,6,,916.1095,651.0319,,,,,,,1161,363,4,,1175.5861,472.7954,0.8775,0.1485,0.0000,,0,
1170,802,317,7,,1178.9270,598.9134,946,390,6,,916.1370,650.7911,,,,,,,,,,,,,0.8753,0.1515,0.0000,0.2203,0,
1171,806,310,7,,1178.4672,598.5572,935,391,6,,916.1544,650.5517,,,,,,,1501,414,4,,1175.8885,472.7408,0.8731,0.1545,0.0000,0.2226,0,
1172,810,306,6,,1178.0135,598.1969,925,391,6,,916.1626,650.3127,,,,,,,,,,,,,0.8709,0.1575,0.0000,0.2240,0,
1173,814,302,6,,1177.5658,597.8326,917,391,6,,916.1633,650.0741,,,,,,,1632,447,5,,1176.3120,472.7169,0.8686,0.1605,0.0000,0.2252,0,
1174,817,300,6,,1177.1228,597.4667,910,391,6,,916.1577,649.8360,,,,,,,1680,463,5,,1176.7792,472.7079,0.8664,0.1635,0.0000,0.2257,0,
1175,820,299,5,,1176.6847,597.1005,904,392,5,,916.1465,649.5993,,,,,,,1677,469,5,,1177.2428,472.7044,0.8642,0.1665,0.0000,0.2256,0,
1176,824,298,6,,1176.2525,596.7340,898,393,5,,916.1299,649.3639,,,,,,,1647,469,5,,1177.6777,472.7010,0.8619,0.1695,0.0000,0.2252,0,
1177,828,298,6,,1175.8263,596.3684,891,393,6,,916.1068,649.1289,942,559,4,,786.9275,537.0732,1605,465,5,,1178.0730,472.6939,0.2138,0.7328,0.0000,,0,
1178,833,299,5,,1175.4072,596.0049,885,394,6,,916.0783,648.8953,,,,,,,1564,459,5,,1178.4297,472.6812,0.8574,0.1755,0.0000,,0,
1179,837,301,5,,1174.9940,595.6447,878,395,6,,916.0435,648.6630,,,,,,,1527,454,5,,1178.7515,472.6640,0.8552,0.1785,0.0000,0.2228,0,
1180,841,303,5,,1174.5867,595.2878,872,398,6,,916.0032,648.4339,,,,,,,1497,449,5,,1179.0451,472.6421,0.8529,0.1814,0.0000,0.2212,0,
1181,845,306,4,,1174.1853,594.9355,865,403,6,,915.9567,648.2098,,,,,,,1476,445,5,,1179.3188,472.6167,0.8507,0.1843,0.0000,0.2190,0,
1182,,,,,,,859,407,6,,915.9047,647.9897,901,735,5,,787.0522,537.2895,1461,443,5,,1179.5782,472.5894,-1.0852,0.4736,0.0000,,0,
1183,851,314,5,,1173.7922,594.5938,852,413,6,,915.8465,647.7755,875,837,5,,787.1482,537.6167,1452,441,5,,1179.8288,472.5603,0.2047,0.7389,0.0000,,0,
1184,858,324,4,,1173.4085,594.2650,846,419,6,,915.7828,647.5671,861,887,5,,787.2287,537.9977,1447,439,5,,1180.0743,472.5295,0.2032,0.7387,0.0000,0.0923,0,
1185,863,332,4,,1173.0318,593.9467,840,426,6,,915.7139,647.3655,,,,,,,1445,439,5,,1180.3176,472.4987,0.8437,0.1934,0.0000,,0,
1186,869,340,4,,1172.6633,593.6389,834,433,6,,915.6396,647.1707,,,,,,,1444,439,5,,1180.5595,472.4680,0.8415,0.1960,0.0000,0.2010,0,
1187,873,348,5,,1172.3005,593.3416,827,442,6,,915.5591,646.9843,,,,,,,,,,,,,0.8393,0.1984,0.0000,0.1968,0,
1188,876,357,5,,1171.9423,593.0558,821,452,5,,915.4733,646.8074,,,,,,,892,372,7,,1180.2950,472.3759,0.8371,0.2007,0.0000,0.1924,0,
1189,880,366,5,,1171.5897,592.7816,814,462,6,,915.3813,646.6399,,,,,,,543,337,7,,1179.7114,472.2519,0.8349,0.2029,0.0000,0.1880,0,
1190,883,376,4,,1171.2416,592.5201,808,472,5,,915.2840,646.4817,800,710,16,,787.2426,538.1851,346,326,7,,1178.9487,472.1181,0.1924,0.7465,0.0000,,0,
1191,886,386,4,,1170.8980,592.2713,801,484,5,,915.1806,646.3346,764,584,16,,787.2173,538.2349,255,331,8,,1178.1042,471.9891,0.1906,0.7475,0.0000,0.1257,0,
1192,889,395,4,,1170.5588,592.0339,796,496,4,,915.0729,646.1987,,,,,,,233,348,8,,1177.2411,471.8759,0.8282,0.2088,0.0000,,0,
1193,891,407,4,,1170.2228,591.8115,790,509,4,,914.9599,646.0748,,,,,,,250,369,7,,1176.3951,471.7820,0.8259,0.2106,0.0000,0.1701,0,
1194,893,421,6,,1169.8900,591.6065,783,525,6,,914.8408,645.9655,1009,406,6,,787.4584,538.0912,286,395,7,,1175.5835,471.7120,0.1867,0.7515,0.0000,,0,
1195,,,,,,,777,540,6,,914.7165,645.8700,1173,304,6,,787.8770,537.8370,325,421,5,,1174.8088,471.6659,-1.0870,0.4815,0.0000,,0,
1196,898,446,4,,1169.5640,591.4319,773,553,5,,914.5888,645.7863,1274,260,6,,788.4042,537.5357,,,,,,,0.1898,0.7552,0.0000,,0,
1197,900,467,6,,1169.2412,591.2829,775,562,5,,914.4632,645.7109,1329,253,6,,788.9899,537.2275,942,442,5,,1174.5970,471.6389,0.1912,0.7574,0.0000,0.1582,0,
1198,905,486,4,,1168.9251,591.1570,,,,,,,1354,276,6,,789.6013,536.9448,1340,453,5,,1174.7474,471.6219,0.1926,0.7595,0.0000,0.1512,0,
1199,908,499,6,,1168.6134,591.0469,784,574,4,,914.3459,645.6464,1359,309,8,,790.2169,536.6983,1568,457,5,,1175.1045,471.6086,0.1942,0.7613,0.0000,0.1406,0,
1200,909,508,6,,1168.3036,590.9478,792,583,5,,914.2360,645.5901,1355,347,6,,790.8267,536.4935,1677,457,5,,1175.5600,471.5954,0.1957,0.7628,0.0000,0.1281,0,
1201,912,515,6,,1167.9982,590.8573,801,589,6,,914.1343,645.5393,1345,385,6,,791.4245,536.3301,1707,454,5,,1176.0417,471.5794,0.1971,0.7641,0.0000,0.1162,0,
1202,916,523,5,,1167.6982,590.7765,810,598,4,,914.0409,645.4967,1330,414,7,,792.0048,536.1983,1690,451,5,,1176.5073,471.5608,0.1985,0.7651,0.0000,0.1055,0,
1203,919,530,5,,1167.4025,590.7042,817,606,5,,913.9540,645.4613,1308,436,4,,792.5602,536.0904,1651,447,5,,1176.9367,471.5386,0.1998,0.7660,0.0000,0.0948,0,
1204,923,538,7,,1167.1122,590.6416,824,616,4,,913.8735,645.4349,1286,453,4,,793.0908,536.0011,1605,444,5,,1177.3237,471.5137,0.2010,0.7668,0.0000,0.0853,0,
1205,928,547,6,,1166.8286,590.5899,832,628,8,,913.8002,645.4193,1267,470,7,,793.5998,535.9302,1560,442,5,,1177.6693,471.4870,0.2021,0.7674,0.0000,0.0770,0,
1206,931,559,5,,1166.5492,590.5525,841,641,12,,913.7352,645.4154,1251,482,5,,794.0906,535.8723,1522,440,5,,1177.9801,471.4586,0.2032,0.7679,0.0000,0.0696,0,
1207,936,570,4,,1166.2764,590.5281,846,651,11,,913.6747,645.4204,1235,497,7,,794.5631,535.8307,1493,439,5,,1178.2641,471.4293,0.2042,0.7682,0.0000,0.0631,0,
1208,940,586,5,,1166.0089,590.5228,849,665,5,,913.6170,645.4378,1225,512,5,,795.0239,535.8051,1472,438,5,,1178.5288,471.3992,0.2052,0.7684,0.0000,0.0587,0,
1209,940,600,4,,1165.7421,590.5340,852,680,6,,913.5621,645.4687,1215,528,8,,795.4731,535.7968,1458,438,5,,1178.7803,471.3692,0.2061,0.7683,0.0000,0.0547,0,
1210,,,,,,,855,694,5,,913.5100,645.5119,1203,544,8,,795.9084,535.8056,1449,438,5,,1179.0233,471.3391,-1.0529,0.4934,0.0000,,0,
1211,,,,,,,859,709,4,,913.4615,645.5683,1197,562,9,,796.3365,535.8335,,,,,,,-1.0510,0.4930,0.0000,0.1167,0,
1212,,,,,,,862,714,5,,913.4157,645.6292,1190,581,9,,796.7561,535.8817,871,548,5,,1178.7466,471.4080,-1.0491,0.4924,0.0000,0.1168,0,
1213,,,,,,,867,706,5,,913.3745,645.6828,1182,603,9,,797.1664,535.9531,508,609,6,,1178.1445,471.5315,-1.0473,0.4918,0.0000,0.1169,0,
1214,,,,,,,872,691,6,,913.3378,645.7230,1176,623,9,,797.5694,536.0457,308,632,7,,1177.3641,471.6754,-1.0455,0.4912,0.0000,0.1169,0,
1215,,,,,,,877,673,6,,913.3056,645.7472,1171,645,8,,797.9662,536.1615,220,634,4,,1176.5063,471.8209,-1.0436,0.4905,0.0000,0.1172,0,
1216,1018,688,4,,1165.5679,590.6489,882,656,6,,913.2778,645.7563,,,,,,,204,619,7,,1175.6357,471.9526,0.7942,0.2180,0.0000,,0,
1217,,,,,,,884,641,5,,913.2519,645.7520,933,560,16,,798.1095,536.1868,230,597,8,,1174.7899,472.0645,-1.0432,0.4903,0.0000,,0,
1218,,,,,,,888,626,6,,913.2296,645.7346,,,,,,,274,572,8,,1173.9849,472.1538,0.8361,0.8106,0.0000,,0,
1219,,,,,,,893,614,5,,913.2117,645.7066,1005,593,8,,798.3289,536.2471,324,552,5,,1173.2261,472.2251,-1.0423,0.4902,0.0000,,0,
1220,1016,669,7,,1165.3917,590.7412,898,604,6,,913.1983,645.6697,1059,605,9,,798.6051,536.3199,370,532,5,,1172.5096,472.2784,0.2200,0.7647,0.0000,,0,
1221,1011,646,4,,1165.2101,590.8062,903,595,6,,913.1893,645.6251,1097,607,4,,798.9208,536.3947,406,516,7,,1171.8264,472.3174,0.2207,0.7640,0.0000,0.0581,0,
1222,1004,618,5,,1165.0207,590.8381,908,588,5,,913.1847,645.5743,1120,597,4,,799.2602,536.4587,434,502,6,,1171.1694,472.3438,0.2214,0.7635,0.0000,0.0534,0,
1223,1001,596,6,,1164.8282,590.8442,913,585,8,,913.1846,645.5210,1125,578,8,,799.6041,536.5026,454,492,6,,1170.5314,472.3613,0.2222,0.7633,0.0000,0.0478,0,
1224,1000,579,7,,1164.6350,590.8303,917,581,5,,913.1879,645.4642,1125,562,5,,799.9474,536.5295,468,484,6,,1169.9070,472.3716,0.2229,0.7632,0.0000,0.0452,0,
1225,999,564,7,,1164.4410,590.7989,922,576,5,,913.1957,645.4032,1121,545,11,,800.2857,536.5384,475,478,8,,1169.2899,472.3766,0.2236,0.7633,0.0000,0.0438,0,
1226,1001,552,6,,1164.2499,590.7535,926,573,5,,913.2069,645.3396,1116,529,7,,800.6180,536.5305,479,475,8,,1168.6774,472.3790,0.2243,0.7636,0.0000,0.0453,0,
1227,1003,545,5,,1164.0615,590.7001,930,571,5,,913.2217,645.2744,1106,515,9,,800.9391,536.5079,480,473,6,,1168.0669,472.3795,0.2250,0.7640,0.0000,0.0459,0,
1228,1008,539,5,,1163.8794,590.6398,933,570,5,,913.2390,645.2084,1094,503,11,,801.2469,536.4727,480,472,6,,1167.4575,472.3792,0.2256,0.7644,0.0000,0.0474,0,
1229,1009,533,5,,1163.6989,590.5726,937,570,5,,913.2598,645.1426,1085,496,5,,801.5446,536.4302,479,471,6,,1166.8482,472.3779,0.2262,0.7650,0.0000,0.0482,0,
1230,1012,531,6,,1163.5223,590.5032,941,571,5,,913.2841,645.0777,1072,487,5,,801.8281,536.3784,477,471,6,,1166.2383,472.3767,0.2268,0.7656,0.0000,0.0485,0,
1231,1016,533,5,,1163.3508,590.4364,946,572,5,,913.3127,645.0139,1060,483,7,,802.0984,536.3225,477,473,5,,1165.6295,472.3773,0.2272,0.7662,0.0000,0.0473,0,
1232,1020,531,4,,1163.1843,590.3673,950,574,5,,913.3447,644.9518,1054,478,5,,802.3619,536.2615,476,474,6,,1165.0208,472.3787,0.2277,0.7669,0.0000,0.0487,0,
1233,1025,533,7,,1163.0240,590.3008,954,576,4,,913.3802,644.8917,1046,476,7,,802.6165,536.1985,474,478,6,,1164.4115,472.3837,0.2282,0.7675,0.0000,0.0481,0,
1234,1030,536,9,,1162.8699,590.2379,958,579,5,,913.4191,644.8342,1037,477,8,,802.8611,536.1367,475,482,5,,1163.8041,472.3921,0.2287,0.7681,0.0000,0.0462,0,
1235,1035,539,5,,1162.7219,590.1786,962,582,4,,913.4614,644.7795,1029,480,8,,803.0969,536.0782,476,487,6,,1163.1987,472.4050,0.2291,0.7687,0.0000,0.0441,0,
1236,1035,543,4,,1162.5742,590.1240,966,586,5,,913.5071,644.7283,1023,484,5,,803.3260,536.0240,475,491,5,,1162.5934,472.4214,0.2295,0.7693,0.0000,0.0408,0,
1237,1038,550,6,,1162.4304,590.0777,969,592,4,,913.5554,644.6825,1012,484,5,,803.5431,535.9698,,,,,,,0.2299,0.7698,0.0000,0.0373,0,
1238,1042,558,6,,1162.2915,590.0407,972,597,4,,913.6061,644.6411,1002,490,7,,803.7494,535.9220,479,500,4,,1161.9928,472.4456,0.2302,0.7702,0.0000,0.0325,0,
1239,,,,,,,977,603,6,,913.6612,644.6049,994,497,7,,803.9469,535.8816,479,507,6,,1161.3931,472.4759,-1.0120,0.4976,0.0000,,0,
1240,1047,569,5,,1162.1587,590.0165,,,,,,,987,502,6,,804.1368,535.8465,,,,,,,0.2315,0.7707,0.0000,,0,
1241,,,,,,,1441,682,7,,914.1185,644.6374,980,510,8,,804.3191,535.8197,1108,470,4,,1161.3463,472.4738,-1.0078,0.4977,0.0000,,0,
1242,1069,666,5,,1162.0515,590.1039,1732,731,7,,914.8272,644.7122,972,520,8,,804.4926,535.8033,1504,445,4,,1161.6466,472.4497,0.2327,0.7705,0.0000,,0,
1243,1083,727,6,,1161.9606,590.2612,1893,757,6,,915.6741,644.8094,966,533,6,,804.6596,535.8004,1723,430,4,,1162.1381,472.4125,0.2331,0.7697,0.0000,0.0516,0,
1244,1090,760,6,,1161.8780,590.4561,1963,768,6,,916.5800,644.9160,954,542,6,,804.8139,535.8068,1819,423,4,,1162.7128,472.3693,0.2335,0.7687,0.0000,0.0641,0,
1245,1093,774,6,,1161.7990,590.6666,1975,769,7,,917.4948,645.0232,944,555,6,,804.9575,535.8266,1836,421,4,,1163.3013,472.3244,0.2338,0.7675,0.0000,0.0718,0,
1246,1094,775,5,,1161.7214,590.8777,1954,765,7,,918.3898,645.1268,936,567,8,,805.0926,535.8588,1809,421,4,,1163.8652,472.2796,0.2341,0.7663,0.0000,0.0750,0,
1247,1092,769,5,,1161.6416,591.0815,1918,759,7,,919.2523,645.2251,931,577,7,,805.2223,535.9011,1761,424,4,,1164.3862,472.2374,0.2343,0.7651,0.0000,0.0753,0,
1248,1090,759,8,,1161.5597,591.2734,1879,752,7,,920.0796,645.3171,928,583,8,,805.3486,535.9496,1708,427,4,,1164.8602,472.1980,0.2345,0.7639,0.0000,0.0733,0,
1249,1088,750,6,,1161.4758,591.4546,1842,746,7,,920.8736,645.4038,925,584,8,,805.4716,535.9990,1660,430,4,,1165.2915,472.1612,0.2347,0.7627,0.0000,0.0702,0,
