frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
942,,,,,,,1303,734,9,,834.2963,652.5263,36,371,4,,781.9626,559.4172,1546,435,4,,1154.1775,461.8420,-1.5187,0.3403,0.0000,,0,
943,1037,636,4,,1211.5392,617.1049,1689,769,9,,835.2741,652.6596,-21,364,4,,780.8505,559.1466,,,,,,,0.3619,0.5187,0.0000,,0,
944,1324,635,4,,1211.7101,617.1321,1911,793,9,,836.5035,652.8200,-32,360,4,,779.7263,558.8712,1447,585,6,,1154.5188,461.9855,0.3572,0.5200,0.0000,0.2955,0,
945,1495,635,4,,1212.1400,617.1592,2017,808,9,,837.8510,652.9971,-16,358,4,,778.6273,558.5937,1397,679,7,,1154.8011,462.2382,0.3538,0.5212,0.0000,0.2143,0,
946,,,,,,,2045,816,9,,839.2274,653.1829,,,,,,,1382,735,6,,1155.0652,462.5553,0.3715,0.8213,0.0000,18.0354,0,
947,1582,635,4,,1212.7003,617.1863,2029,819,9,,840.5824,653.3718,582,465,5,,778.3561,558.4647,1389,764,4,,1155.3369,462.9054,0.3553,0.5217,0.0000,18.0000,0,
948,1613,635,4,,1213.3059,617.2132,1990,819,9,,841.8899,653.5602,974,533,6,,778.6256,558.4296,1410,774,5,,1155.6323,463.2663,0.3597,0.5218,0.0000,0.2625,0,
949,1609,635,4,,1213.9036,617.2401,1945,818,9,,843.1434,653.7471,1205,572,6,,779.2120,558.4482,1439,770,6,,1155.9607,463.6217,0.3656,0.5216,0.0000,0.3555,0,
950,1588,635,4,,1214.4678,617.2669,1901,816,9,,844.3441,653.9312,1317,591,5,,779.9507,558.4930,1472,760,5,,1156.3264,463.9647,0.3721,0.5212,0.0000,0.3915,0,
951,1559,635,4,,1214.9866,617.2936,1864,814,9,,845.5001,654.1127,1353,596,6,,780.7367,558.5444,1504,746,7,,1156.7283,464.2907,0.3786,0.5208,0.0000,0.3921,0,
952,1530,635,4,,1215.4603,617.3202,1836,812,9,,846.6218,654.2915,1342,594,7,,781.5055,558.5930,1533,731,4,,1157.1628,464.5987,0.3848,0.5204,0.0000,0.3734,0,
953,1505,635,4,,1215.8950,617.3467,1815,810,9,,847.7172,654.4676,1309,587,6,,782.2271,558.6318,1563,720,6,,1157.6309,464.8933,0.3906,0.5201,0.0000,0.3474,0,
954,1485,635,4,,1216.2984,617.3732,1801,809,9,,848.7942,654.6422,1266,580,7,,782.8879,558.6610,1589,714,5,,1158.1278,465.1802,0.3959,0.5198,0.0000,0.3197,0,
955,1470,635,4,,1216.6782,617.3996,1793,808,9,,849.8599,654.8153,1224,570,6,,783.4897,558.6765,1613,708,6,,1158.6512,465.4596,0.4008,0.5196,0.0000,0.2947,0,
956,1461,636,4,,1217.0433,617.4274,,,,,,,1190,561,5,,784.0435,558.6797,1636,707,5,,1159.1999,465.7373,0.4054,0.5195,0.0000,0.2758,0,
957,,,,,,,1768,762,7,,850.8949,654.9361,,,,,,,1659,712,8,,1159.7737,466.0200,0.4533,0.7952,0.0000,16.7932,0,
958,,,,,,,1753,733,7,,851.9108,655.0240,1164,551,5,,784.5604,558.6692,1679,720,4,,1160.3691,466.3112,-1.4176,0.3315,0.0000,,0,
959,,,,,,,1747,717,7,,852.9176,655.0938,,,,,,,1690,725,7,,1160.9757,466.6075,0.4695,0.7915,0.0000,,0,
960,,,,,,,1745,710,7,,853.9198,655.1554,943,501,17,,784.7756,558.5909,1693,727,6,,1161.5844,466.9054,-1.4065,0.3313,0.0000,,0,
961,,,,,,,1746,709,7,,854.9210,655.2159,803,470,17,,784.8004,558.4707,1696,718,5,,1162.1951,467.1924,-1.4014,0.3316,0.0000,0.3083,0,
962,,,,,,,1748,712,7,,855.9221,655.2795,724,452,17,,784.7180,558.3264,1692,720,5,,1162.7999,467.4810,-1.3968,0.3320,0.0000,0.2767,0,
963,1454,636,4,,1217.3970,617.4551,1750,714,6,,856.9233,655.3453,689,445,17,,784.5885,558.1731,1691,710,5,,1163.4021,467.7575,0.4099,0.5219,0.0000,,0,
964,,,,,,,1752,718,6,,857.9244,655.4154,681,444,17,,784.4485,558.0188,1683,711,6,,1163.9939,468.0345,-1.3881,0.3328,0.0000,,0,
965,,,,,,,1754,721,6,,858.9256,655.4886,690,446,17,,784.3210,557.8676,1679,700,4,,1164.5798,468.2984,-1.3838,0.3332,0.0000,0.2632,0,
966,,,,,,,1756,724,7,,859.9267,655.5651,706,451,17,,784.2155,557.7236,,,,,,,-1.3793,0.3336,0.0000,0.2694,0,
967,,,,,,,1757,726,6,,860.9268,655.6436,724,456,17,,784.1344,557.5867,1547,543,5,,1165.0143,468.3833,-1.3747,0.3338,0.0000,0.2763,0,
968,,,,,,,1758,728,7,,861.9257,655.7242,,,,,,,1464,445,5,,1165.3537,468.3567,0.5364,0.7796,0.0000,,0,
969,,,,,,,1758,729,7,,862.9224,655.8057,703,593,4,,784.0254,557.6343,1418,391,5,,1165.6401,468.2690,-1.3653,0.3328,0.0000,,0,
970,,,,,,,1759,730,6,,863.9179,655.8881,,,,,,,1397,368,5,,1165.9021,468.1555,0.5491,0.7798,0.0000,,0,
971,,,,,,,,,,,,,636,712,5,,783.8267,557.8415,1393,365,5,,1166.1590,468.0388,0.1499,1.2706,0.0000,,0,
972,656,609,4,,1216.5604,617.4425,1758,731,6,,864.9102,655.9715,,,,,,,1398,372,5,,1166.4209,467.9303,0.8074,0.0329,0.0000,,0,
973,,,,,,,1758,731,6,,865.9003,656.0547,693,615,17,,783.7050,557.9181,1407,385,5,,1166.6925,467.8367,-1.3520,0.3301,0.0000,,0,
974,,,,,,,1758,730,7,,866.8882,656.1365,734,544,17,,783.6384,557.8995,1418,398,5,,1166.9758,467.7580,-1.3474,0.3298,0.0000,0.2770,0,
975,,,,,,,1758,729,7,,867.8738,656.2171,762,496,17,,783.6095,557.8167,1428,411,5,,1167.2697,467.6940,-1.3426,0.3298,0.0000,0.2870,0,
976,,,,,,,1757,729,6,,868.8563,656.2976,779,468,16,,783.6034,557.6968,1437,421,5,,1167.5731,467.6415,-1.3377,0.3300,0.0000,0.2932,0,
977,,,,,,,1759,730,6,,869.8387,656.3789,788,452,17,,783.6092,557.5559,1443,429,5,,1167.8825,467.5981,-1.3328,0.3303,0.0000,0.2970,0,
978,,,,,,,1760,730,6,,870.8201,656.4601,792,445,17,,783.6204,557.4060,1448,434,6,,1168.1969,467.5604,-1.3278,0.3307,0.0000,0.2985,0,
979,,,,,,,1760,731,5,,871.7993,656.5422,793,444,17,,783.6329,557.2552,1451,438,5,,1168.5139,467.5273,-1.3228,0.3310,0.0000,0.2982,0,
980,,,,,,,1760,730,6,,872.7764,656.6230,791,447,17,,783.6427,557.1088,1452,440,5,,1168.8314,467.4964,-1.3179,0.3313,0.0000,0.2967,0,
981,173,612,4,,1215.0076,617.4344,1759,730,6,,873.7502,656.7036,789,451,17,,783.6498,556.9681,,,,,,,0.3933,0.5280,0.0000,,0,
982,,,,,,,1759,730,6,,874.7219,656.7840,,,,,,,1548,583,9,,1169.2555,467.6256,0.6199,0.7780,0.0000,20.2432,0,
983,,,,,,,1759,729,7,,875.6914,656.8632,411,407,4,,783.1562,556.7695,1608,667,8,,1169.7457,467.8484,-1.3058,0.3318,0.0000,,0,
984,,,,,,,1760,729,6,,876.6599,656.9422,172,379,4,,782.3479,556.5344,1639,709,6,,1170.2693,468.1175,-1.3050,0.3326,0.0000,0.0671,0,
985,,,,,,,1761,729,6,,877.6274,657.0211,38,362,4,,781.3646,556.2774,1651,720,6,,1170.8053,468.3983,-1.3050,0.3335,0.0000,0.0536,0,
986,,,,,,,,,,,,,-20,352,4,,780.3075,556.0079,1651,716,6,,1171.3400,468.6740,0.1582,1.2766,0.0000,,0,
987,,,,,,,1760,729,6,,878.5917,657.0997,,,,,,,1644,704,6,,1171.8657,468.9358,0.6523,0.7698,0.0000,,0,
988,,,,,,,1761,729,6,,879.5550,657.1782,344,404,17,,779.7327,555.8077,1633,689,6,,1172.3780,469.1803,-1.3036,0.3351,0.0000,,0,
989,,,,,,,1761,729,6,,880.5162,657.2565,596,441,17,,779.4910,555.6566,1622,675,6,,1172.8770,469.4087,-1.3000,0.3354,0.0000,0.2170,0,
990,,,,,,,1762,729,6,,881.4763,657.3347,756,464,17,,779.4601,555.5362,1610,663,4,,1173.3616,469.6233,-1.2953,0.3356,0.0000,0.2790,0,
991,467,677,4,,1213.8962,617.5229,1762,729,6,,882.4344,657.4127,845,477,17,,779.5461,555.4331,1600,654,4,,1173.8341,469.8275,0.3672,0.5352,0.0000,,0,
992,,,,,,,1762,729,6,,883.3904,657.4905,884,483,16,,779.6830,555.3382,1596,648,7,,1174.3010,470.0246,-1.2846,0.3359,0.0000,,0,
993,,,,,,,1761,730,7,,884.3432,657.5692,892,485,16,,779.8300,555.2461,1591,643,5,,1174.7614,470.2157,-1.2791,0.3359,0.0000,0.3300,0,
994,,,,,,,1761,730,7,,885.2940,657.6477,881,483,16,,779.9622,555.1517,1589,641,6,,1175.2186,470.4042,-1.2737,0.3360,0.0000,0.3249,0,
995,,,,,,,1761,730,7,,886.2427,657.7261,863,481,16,,780.0706,555.0549,1586,641,4,,1175.6715,470.5922,-1.2684,0.3361,0.0000,0.3172,0,
996,,,,,,,1761,730,7,,887.1894,657.8043,843,477,17,,780.1527,554.9531,1585,641,5,,1176.1223,470.7799,-1.2633,0.3362,0.0000,0.3087,0,
997,,,,,,,1761,730,7,,888.1340,657.8824,824,474,17,,780.2098,554.8477,1584,643,6,,1176.5710,470.9694,-1.2583,0.3363,0.0000,0.3006,0,
998,,,,,,,1761,730,7,,889.0766,657.9603,808,472,17,,780.2459,554.7400,1584,644,6,,1177.0187,471.1595,-1.2534,0.3365,0.0000,0.2937,0,
999,,,,,,,1760,729,7,,890.0160,658.0369,796,470,17,,780.2663,554.6300,1583,645,5,,1177.4643,471.3503,-1.2486,0.3367,0.0000,0.2881,0,
1000,,,,,,,1760,729,7,,890.9535,658.1134,787,468,17,,780.2751,554.5176,1583,646,5,,1177.9089,471.5418,-1.2439,0.3368,0.0000,0.2841,0,
1001,,,,,,,,,,,,,781,468,17,,780.2760,554.4055,1583,649,5,,1178.3526,471.7362,0.1931,1.2693,0.0000,,0,
1002,,,,,,,1781,775,8,,891.9115,658.2392,,,,,,,1582,652,5,,1178.7942,471.9334,0.7535,0.7491,0.0000,,0,
1003,,,,,,,1793,804,11,,892.8803,658.3959,778,467,17,,780.2731,554.2925,1583,655,5,,1179.2359,472.1334,-1.2342,0.3366,0.0000,,0,
1004,922,664,4,,1213.4632,617.5919,1779,775,4,,893.8321,658.5211,777,467,17,,780.2688,554.1797,1583,658,5,,1179.6767,472.3363,0.3687,0.5411,0.0000,,0,
1005,,,,,,,1769,754,6,,894.7710,658.6236,776,467,17,,780.2633,554.0672,1585,661,5,,1180.1187,472.5421,-1.2248,0.3365,0.0000,,0,
1006,1236,653,4,,1213.4966,617.6443,1763,739,6,,895.7016,658.7097,776,467,17,,780.2578,553.9550,1586,663,6,,1180.5608,472.7495,0.3688,0.5420,0.0000,,0,
1007,,,,,,,1759,730,7,,896.6258,658.7860,777,467,17,,780.2537,553.8431,1587,665,6,,1181.0030,472.9587,-1.2156,0.3369,0.0000,,0,
1008,1433,645,4,,1213.8212,617.6848,1758,725,6,,897.5470,658.8569,777,467,17,,780.2495,553.7315,,,,,,,0.3704,0.5429,0.0000,,0,
1009,1543,639,4,,1214.3074,617.7163,1757,723,6,,898.4652,658.9254,778,467,17,,780.2466,553.6202,1588,667,6,,1181.4454,473.1696,0.3728,0.5433,0.0000,0.1470,0,
1010,1591,636,4,,1214.8630,617.7432,1757,723,6,,899.3814,658.9938,779,467,17,,780.2450,553.5091,1590,668,6,,1181.8890,473.3811,0.3755,0.5437,0.0000,0.1681,0,
1011,,,,,,,1757,724,6,,900.2957,659.0631,779,468,17,,780.2434,553.3997,1591,668,7,,1182.3327,473.5922,-1.1973,0.3377,0.0000,,0,
1012,1600,634,4,,1215.4302,617.7672,1758,725,6,,901.2090,659.1333,779,468,16,,780.2418,553.2905,1591,668,7,,1182.7754,473.8028,0.3784,0.5447,0.0000,,0,
1013,1586,633,4,,1215.9751,617.7896,1759,727,7,,902.1215,659.2055,779,468,16,,780.2402,553.1815,1590,668,7,,1183.2161,474.0130,0.3811,0.5451,0.0000,0.1650,0,
1014,1561,633,4,,1216.4817,617.8119,1760,728,7,,903.0332,659.2786,779,468,16,,780.2386,553.0729,1590,667,7,,1183.6559,474.2216,0.3836,0.5456,0.0000,0.1537,0,
1015,1536,633,4,,1216.9502,617.8342,1760,728,7,,903.9428,659.3515,779,468,16,,780.2371,552.9645,1589,667,7,,1184.0936,474.4298,0.3859,0.5460,0.0000,0.1425,0,
1016,1512,634,5,,1217.3821,617.8578,1761,729,7,,904.8517,659.4254,779,467,16,,780.2355,552.8552,1587,666,8,,1184.5282,474.6364,0.3881,0.5464,0.0000,0.1316,0,
1017,1491,634,4,,1217.7821,617.8814,1762,730,7,,905.7596,659.5001,,,,,,,1585,666,8,,1184.9597,474.8426,1.0177,0.0131,0.0000,,0,
1018,1476,634,4,,1218.1590,617.9050,,,,,,,779,468,16,,780.2339,552.7473,1584,666,8,,1185.3892,475.0484,0.3920,0.5467,0.0000,,0,
1019,1465,635,4,,1218.5188,617.9299,880,734,5,,905.7323,659.5790,779,468,16,,780.2323,552.6398,1581,666,8,,1185.8146,475.2537,0.3938,0.5472,0.0000,0.1103,0,
1020,1459,635,4,,1218.8689,617.9547,,,,,,,779,468,16,,780.2308,552.5325,1579,665,8,,1186.2369,475.4575,0.3955,0.5476,0.0000,0.1075,0,
1021,,,,,,,296,727,11,,905.0878,659.6502,780,468,16,,780.2305,552.4255,1577,665,8,,1186.6561,475.6609,-1.1734,0.3396,0.0000,,0,
1022,1455,635,4,,1219.2120,617.9795,-25,721,9,,904.1057,659.7150,780,467,17,,780.2302,552.3176,1575,666,7,,1187.0723,475.8649,0.3972,0.5485,0.0000,,0,
1023,1453,634,4,,1219.5513,618.0028,-163,717,8,,902.9802,659.7754,779,467,16,,780.2286,552.2098,1573,666,8,,1187.4855,476.0684,0.3989,0.5489,0.0000,0.1044,0,
1024,1452,634,4,,1219.8882,618.0259,-183,714,6,,901.8359,659.8326,779,468,16,,780.2271,552.1037,1571,667,8,,1187.8957,476.2726,0.4006,0.5494,0.0000,0.1037,0,
1025,1452,635,4,,1220.2241,618.0505,,,,,,,778,468,16,,780.2243,551.9977,1568,667,8,,1188.3017,476.4764,0.4022,0.5498,0.0000,0.1029,0,
1026,1454,635,5,,1220.5619,618.0750,-133,711,5,,900.7466,659.8864,,,,,,,1565,666,8,,1188.7038,476.6786,1.0065,0.0102,0.0000,,0,
1027,1455,636,5,,1220.9002,618.1009,-55,710,5,,899.7417,659.9391,779,468,17,,780.2228,551.8921,1561,665,7,,1189.1006,476.8794,0.4056,0.5500,0.0000,,0,
1028,1455,636,4,,1221.2374,618.1266,17,720,26,,898.8145,660.0022,779,468,16,,780.2212,551.7867,1557,663,6,,1189.4924,477.0776,0.4073,0.5504,0.0000,0.1035,0,
1029,1456,636,5,,1221.5752,618.1524,,,,,,,779,468,16,,780.2197,551.6816,1553,662,7,,1189.8791,477.2743,0.4090,0.5508,0.0000,0.1037,0,
1030,1457,636,5,,1221.9134,618.1780,483,719,5,,898.3782,660.0641,779,467,17,,780.2182,551.5755,1549,660,7,,1190.2607,477.4685,0.4107,0.5512,0.0000,0.1039,0,
1031,1457,636,4,,1222.2507,618.2036,789,720,5,,898.2636,660.1269,,,,,,,1545,657,7,,1190.6373,477.6590,1.0026,0.0083,0.0000,,0,
1032,1457,636,4,,1222.5870,618.2291,971,719,5,,898.3397,660.1886,779,467,16,,780.2166,551.4696,1540,655,6,,1191.0077,477.8471,0.4140,0.5515,0.0000,,0,
1033,1457,636,4,,1222.9223,618.2545,1061,719,5,,898.5099,660.2501,779,467,16,,780.2151,551.3640,1536,652,6,,1191.3732,478.0316,0.4157,0.5519,0.0000,0.1030,0,
1034,1457,636,4,,1223.2567,618.2798,1092,720,5,,898.7120,660.3125,,,,,,,1531,650,5,,1191.7326,478.2135,1.0098,0.0070,0.0000,,0,
1035,1456,636,4,,1223.5887,618.3051,1086,719,5,,898.9075,660.3738,779,467,16,,780.2136,551.2587,1526,647,5,,1192.0859,478.3919,0.4190,0.5522,0.0000,,0,
1036,,,,,,,,,,,,,780,467,16,,780.2133,551.1537,1522,644,4,,1192.4342,478.5668,0.2632,1.2514,0.0000,,0,
1037,1456,636,4,,1223.9197,618.3303,1558,725,7,,899.5948,660.4412,780,467,16,,780.2131,551.0489,1518,641,4,,1192.7776,478.7381,0.4207,0.5531,0.0000,,0,
1038,1456,636,4,,1224.2498,618.3555,1838,729,7,,900.5722,660.5126,780,467,16,,780.2128,550.9443,1514,638,4,,1193.1161,478.9060,0.4223,0.5535,0.0000,0.1018,0,
1039,1456,636,4,,1224.5790,618.3805,1979,731,7,,901.6943,660.5859,780,467,16,,780.2125,550.8401,1511,635,4,,1193.4507,479.0703,0.4240,0.5539,0.0000,0.1015,0,
1040,1456,635,4,,1224.9072,618.4041,2027,733,6,,902.8640,660.6612,780,467,16,,780.2123,550.7361,1508,624,6,,1193.7815,479.2226,0.4256,0.5543,0.0000,0.1013,0,
1041,,,,,,,2019,733,6,,904.0230,660.7363,780,467,16,,780.2120,550.6323,1505,615,5,,1194.1083,479.3653,-1.1788,0.3432,0.0000,,0,
1042,1456,635,4,,1225.2345,618.4276,1981,733,6,,905.1401,660.8113,779,467,16,,780.2105,550.5288,1502,609,6,,1194.4314,479.5013,0.4272,0.5552,0.0000,,0,
1043,1456,635,4,,1225.5609,618.4510,1931,732,6,,906.2032,660.8850,779,468,16,,780.2090,550.4268,1500,606,5,,1194.7517,479.6339,0.4288,0.5556,0.0000,0.1003,0,
1044,1456,635,4,,1225.8864,618.4744,1880,731,5,,907.2112,660.9576,778,468,16,,780.2063,550.3250,1497,603,6,,1195.0682,479.7630,0.4305,0.5560,0.0000,0.0997,0,
1045,1457,635,4,,1226.2123,618.4977,,,,,,,778,468,16,,780.2036,550.2235,1494,602,6,,1195.3808,479.8909,0.4321,0.5564,0.0000,0.0998,0,
1046,1456,635,4,,1226.5359,618.5209,1104,773,4,,907.4147,661.0735,778,468,16,,780.2008,550.1223,1490,600,6,,1195.6887,480.0164,0.4337,0.5568,0.0000,0.0990,0,
1047,1456,635,4,,1226.8587,618.5441,611,800,4,,907.1085,661.2170,778,468,16,,780.1981,550.0213,1486,599,6,,1195.9917,480.1406,0.4353,0.5572,0.0000,0.0988,0,
1048,1456,635,4,,1227.1805,618.5672,332,815,7,,906.5150,661.3757,778,468,16,,780.1954,549.9205,1482,597,6,,1196.2899,480.2624,0.4369,0.5576,0.0000,0.0985,0,
1049,1456,635,4,,1227.5014,618.5903,,,,,,,,,,,,,1478,595,6,,1196.5834,480.3820,2.5204,0.9051,0.0000,,0,
1050,1457,635,4,,1227.8228,618.6133,430,810,10,,906.0238,661.5289,778,468,16,,780.1927,549.8200,1475,593,5,,1196.8731,480.4991,0.4401,0.5578,0.0000,,0,
1051,1456,635,4,,1228.1419,618.6362,543,801,11,,905.6499,661.6725,779,468,17,,780.1913,549.7197,1471,589,4,,1197.1580,480.6119,0.4417,0.5582,0.0000,0.0981,0,
1052,,,,,,,649,788,12,,905.3859,661.8025,779,468,17,,780.1898,549.6197,1467,583,5,,1197.4382,480.7182,-1.1721,0.3429,0.0000,,0,
1053,1456,636,4,,1228.4601,618.6604,739,774,12,,905.2149,661.9178,780,468,17,,780.1896,549.5200,1464,573,6,,1197.7147,480.8140,0.4432,0.5591,0.0000,,0,
1054,,,,,,,808,755,12,,905.1151,662.0133,780,468,17,,780.1894,549.4204,1461,561,6,,1197.9875,480.8971,-1.1735,0.3428,0.0000,,0,
1055,,,,,,,857,736,11,,905.0657,662.0892,780,467,17,,780.1891,549.3199,1459,549,6,,1198.2577,480.9675,-1.1737,0.3430,0.0000,0.0166,0,
1056,1456,636,4,,1228.7774,618.6846,889,719,10,,905.0493,662.1475,780,467,17,,780.1889,549.2197,1459,537,7,,1198.5273,481.0255,0.4448,0.5605,0.0000,,0,
1057,,,,,,,908,705,10,,905.0523,662.1914,780,467,17,,780.1887,549.1196,1458,526,8,,1198.7954,481.0719,-1.1738,0.3434,0.0000,,0,
1058,,,,,,,917,694,9,,905.0645,662.2239,780,467,17,,780.1884,549.0199,1457,515,9,,1199.0618,481.1070,-1.1737,0.3438,0.0000,0.0205,0,
1059,,,,,,,920,685,10,,905.0798,662.2472,780,467,17,,780.1882,548.9203,1455,507,9,,1199.3257,481.1337,-1.1737,0.3442,0.0000,0.0233,0,
1060,,,,,,,919,679,10,,905.0940,662.2643,780,467,17,,780.1880,548.8210,1454,502,9,,1199.5879,481.1551,-1.1736,0.3446,0.0000,0.0250,0,
1061,,,,,,,922,667,6,,905.1112,662.2691,780,467,17,,780.1878,548.7220,1453,499,9,,1199.8486,481.1735,-1.1735,0.3450,0.0000,0.0287,0,
1062,,,,,,,917,668,8,,905.1233,662.2749,780,467,17,,780.1875,548.6232,1451,497,9,,1200.1067,481.1898,-1.1734,0.3455,0.0000,0.0281,0,
1063,1456,636,4,,1229.0939,618.7087,907,664,4,,905.1252,662.2767,780,467,17,,780.1873,548.5246,1449,497,9,,1200.3623,481.2060,0.4464,0.5638,0.0000,,0,
1064,1456,636,4,,1229.4094,618.7328,899,664,6,,905.1190,662.2784,,,,,,,1451,497,4,,1200.6193,481.2222,1.0726,-0.0051,0.0000,,0,
1065,,,,,,,894,667,4,,905.1077,662.2832,1000,457,4,,780.4524,548.4142,1447,501,9,,1200.8717,481.2425,-1.1722,0.3465,0.0000,,0,
1066,1455,637,4,,1229.7227,618.7581,897,663,8,,905.0995,662.2840,1138,449,4,,780.8832,548.2944,1433,496,11,,1201.1093,481.2576,0.4530,0.5647,0.0000,,0,
1067,,,,,,,912,636,14,,905.1065,662.2573,,,,,,,1440,460,5,,1201.3536,481.2358,0.9323,0.6825,0.0000,29.6121,0,
1068,1456,636,4,,1230.0365,618.7821,930,606,16,,905.1317,662.2004,1215,443,4,,781.4056,548.1677,1445,437,5,,1201.6024,481.1906,0.4572,0.5653,0.0000,29.3612,0,
1069,1456,636,4,,1230.3495,618.8059,945,579,7,,905.1720,662.1163,1249,440,4,,781.9676,548.0377,1448,426,5,,1201.8538,481.1343,0.4616,0.5658,0.0000,0.2644,0,
1070,1456,636,4,,1230.6616,618.8297,960,552,7,,905.2274,662.0051,1255,439,4,,782.5354,547.9068,1451,421,5,,1202.1078,481.0730,0.4660,0.5663,0.0000,0.2659,0,
1071,,,,,,,975,527,8,,905.2978,661.8688,1244,437,4,,783.0887,547.7739,1452,421,5,,1202.3623,481.0119,-1.1581,0.3518,0.0000,,0,
1072,747,531,5,,1229.9936,618.7084,989,505,9,,905.3821,661.7107,,,,,,,1453,423,5,,1202.6172,480.9529,1.0769,-0.0021,0.0000,,0,
1073,310,459,6,,1228.7247,618.4881,1001,488,9,,905.4784,661.5358,1218,423,4,,783.6095,547.6245,1453,426,5,,1202.8717,480.8970,0.4617,0.5694,0.0000,,0,
1074,76,413,5,,1227.1370,618.2051,1012,473,9,,905.5856,661.3461,,,,,,,1453,430,5,,1203.1256,480.8453,1.0636,0.0022,0.0000,,0,
1075,-14,385,5,,1225.4300,617.8843,1021,462,7,,905.7016,661.1458,983,444,16,,783.8480,547.5005,1453,432,5,,1203.3790,480.7958,0.4464,0.5731,0.0000,,0,
1076,-15,372,4,,1223.7262,617.5466,1029,453,7,,905.8254,660.9368,830,458,17,,783.9031,547.3936,1452,435,5,,1203.6309,480.7494,0.4381,0.5753,0.0000,0.5123,0,
1077,31,362,4,,1222.0902,617.1961,1036,446,8,,905.9559,660.7212,742,467,17,,783.8531,547.2977,1452,436,5,,1203.8822,480.7041,0.4297,0.5775,0.0000,0.5232,0,
1078,102,360,4,,1220.5559,616.8438,1043,441,8,,906.0932,660.5011,699,472,17,,783.7520,547.2079,1451,438,5,,1204.1321,480.6609,0.4215,0.5797,0.0000,0.5082,0,
1079,178,360,4,,1219.1298,616.4924,1049,437,8,,906.2363,660.2774,686,474,17,,783.6356,547.1208,1451,439,5,,1204.3814,480.6189,0.4138,0.5819,0.0000,0.4811,0,
1080,253,360,6,,1217.8101,616.1421,1055,435,8,,906.3850,660.0521,,,,,,,1450,440,5,,1204.6293,480.5779,1.0210,0.0190,0.0000,,0,
1081,316,360,5,,1216.5798,615.7926,1061,434,8,,906.5395,659.8263,,,,,,,,,,,,,1.0156,0.0219,0.0000,0.3660,0,
1082,369,361,5,,1215.4252,615.4455,1068,434,8,,906.7006,659.6009,691,474,17,,783.5255,547.0338,1166,368,6,,1204.5903,480.4644,0.3948,0.5876,0.0000,,0,
1083,410,357,6,,1214.3294,615.0939,1074,435,7,,906.8674,659.3770,,,,,,,977,323,7,,1204.3612,480.3058,1.0060,0.0276,0.0000,,0,
1084,441,354,7,,1213.2788,614.7392,1080,436,7,,907.0398,659.1545,,,,,,,862,297,6,,1204.0167,480.1214,1.0016,0.0305,0.0000,0.3153,0,
1085,467,353,8,,1212.2663,614.3841,1085,439,8,,907.2169,658.9355,,,,,,,794,287,9,,1203.6047,479.9273,0.9974,0.0334,0.0000,0.3041,0,
1086,488,352,6,,1211.2849,614.0286,1089,442,7,,907.3976,658.7198,,,,,,,761,287,8,,1203.1603,479.7336,0.9934,0.0363,0.0000,0.2951,0,
1087,,,,,,,1094,446,7,,907.5829,658.5086,837,381,4,,783.5890,546.8366,753,292,4,,1202.7088,479.5454,-1.1441,0.3733,0.0000,,0,
1088,516,353,8,,1210.3442,613.6754,1099,451,7,,907.7728,658.3028,929,320,4,,783.7615,546.5676,756,300,4,,1202.2613,479.3655,0.3705,0.5988,0.0000,,0,
1089,539,355,6,,1209.4370,613.3259,1103,457,6,,907.9663,658.1033,981,286,6,,783.9951,546.2589,760,313,9,,1201.8186,479.1989,0.3672,0.6021,0.0000,0.2825,0,
1090,553,357,4,,1208.5512,612.9800,1107,464,6,,908.1633,657.9111,1003,269,6,,784.2543,545.9308,765,325,9,,1201.3818,479.0447,0.3640,0.6054,0.0000,0.2761,0,
1091,568,361,5,,1207.6880,612.6404,1110,471,6,,908.3629,657.7262,1006,265,4,,784.5164,545.5987,769,336,6,,1200.9499,478.9019,0.3610,0.6088,0.0000,0.2704,0,
1092,586,367,9,,1206.8513,612.3098,1113,478,7,,908.5651,657.5486,994,269,5,,784.7637,545.2722,769,347,4,,1200.5188,478.7702,0.3581,0.6121,0.0000,0.2648,0,
1093,603,374,9,,1206.0397,611.9895,1116,485,6,,908.7699,657.3783,974,278,5,,784.9869,544.9570,766,356,4,,1200.0856,478.6478,0.3551,0.6153,0.0000,0.2598,0,
1094,620,384,7,,1205.2531,611.6835,1118,492,5,,908.9762,657.2152,954,288,5,,785.1859,544.6544,757,366,6,,1199.6443,478.5356,0.3522,0.6183,0.0000,0.2538,0,
1095,637,392,6,,1204.4915,611.3890,1121,499,5,,909.1851,657.0594,932,298,5,,785.3586,544.3642,748,375,7,,1199.1949,478.4326,0.3493,0.6212,0.0000,0.2490,0,
1096,655,399,9,,1203.7559,611.1047,1123,506,6,,909.3956,656.9107,911,308,5,,785.5063,544.0865,738,382,4,,1198.7365,478.3368,0.3463,0.6240,0.0000,0.2440,0,
1097,674,408,10,,1203.0477,610.8332,1125,514,5,,909.6075,656.7702,891,318,4,,785.6301,543.8211,727,391,4,,1198.2681,478.2500,0.3434,0.6267,0.0000,0.2381,0,
